지점번호,지점명,일시,평균기온,최고기온,최고기온시각,최저기온,최저기온시각
108,서울,2018-11-09,12.1,15.4,1434,9.5,726
108,서울,2018-11-10,11.9,17.1,1358,8.8,539
108,서울,2018-11-11,8.1,10.9,1126,5.4,2353
108,서울,2018-11-12,8.1,15.1,1437,3.1,719
108,서울,2018-11-13,8.8,15.4,1424,4.1,605
108,서울,2018-11-14,9.8,16.6,1515,4.8,723
108,서울,2018-11-15,9.7,16.2,1519,4.7,632
108,서울,2018-11-16,8.8,14.5,1303,4.2,240000
108,서울,2018-11-17,4.9,11.4,1232,0.6,746
108,서울,2018-11-18,6.1,10.7,1348,1.9,545
108,서울,2018-11-19,6.5,11.3,1436,3.3,718
108,서울,2018-11-20,6.5,12.7,1345,0,731
108,서울,2018-11-21,5.8,8.2,1248,3.1,2357
108,서울,2018-11-22,2.3,7.1,1335,-1.3,736
108,서울,2018-11-23,1.9,7.6,1314,-3.1,748
108,서울,2018-11-24,2.6,3.8,1456,0.3,808
108,서울,2018-11-25,4.8,9.8,1532,1.3,700
108,서울,2018-11-26,6.3,13.6,1511,1.6,704
108,서울,2018-11-27,7.1,12.5,1449,3.1,350
108,서울,2018-11-28,5,11.1,1411,2.1,754
108,서울,2018-11-29,3.5,6.7,1443,0.6,737
108,서울,2018-11-30,2.7,8,1314,-1.5,740
108,서울,2018-12-01,5.5,12.4,1524,0.8,405
108,서울,2018-12-02,8.2,11.8,1532,2.8,302
108,서울,2018-12-03,11.5,13.5,1822,9.3,643
108,서울,2018-12-04,6.7,11.8,002,-0.3,240000
108,서울,2018-12-05,0,3.4,1416,-4.3,726
108,서울,2018-12-06,2.4,6.8,1302,-1,2356
108,서울,2018-12-07,-7.3,-1.1,001,-9.6,2353
108,서울,2018-12-08,-8.3,-4.4,1504,-11.4,725
108,서울,2018-12-09,-7.2,-2.1,1538,-11.8,735
108,서울,2018-12-10,-2.5,4.6,1521,-8.1,639
108,서울,2018-12-11,0.2,2.9,1344,-2.4,010
108,서울,2018-12-12,-1.9,2.4,1426,-5,727
108,서울,2018-12-13,-2.2,2.1,1424,-5.9,2358
108,서울,2018-12-14,-4.4,0.6,1442,-7.8,820
108,서울,2018-12-15,-2.4,3.2,1444,-7.8,734
108,서울,2018-12-16,0,2.1,1531,-2.6,158
108,서울,2018-12-17,1.6,5.9,1439,-1.5,2359
108,서울,2018-12-18,2.6,7.4,1405,-2.8,720
108,서울,2018-12-19,4,9.5,1456,1.3,618
108,서울,2018-12-20,3.4,10.4,1521,-1.1,700
108,서울,2018-12-21,5.6,9.8,1555,0.4,153
108,서울,2018-12-22,6.9,12.4,1504,2.9,835
108,서울,2018-12-23,2.4,7.5,1345,-3.4,2355
108,서울,2018-12-24,-2.3,3.1,1359,-5.9,809
108,서울,2018-12-25,0.6,5.2,1407,-4,105
108,서울,2018-12-26,-1.5,3,040,-7.1,2359
108,서울,2018-12-27,-10.1,-6.5,1428,-12.5,2352
108,서울,2018-12-28,-10.5,-6.6,1545,-14.4,724
108,서울,2018-12-29,-7.6,-3,1525,-10.5,647
108,서울,2018-12-30,-6.8,-0.9,1449,-11.3,533
108,서울,2018-12-31,-5.4,-0.5,1453,-10.5,730
108,서울,2019-01-01,-5,-0.6,1525,-8.2,631
108,서울,2019-01-02,-4.9,0.2,1458,-8.8,802
108,서울,2019-01-03,-3.5,3.2,1436,-8.4,726
108,서울,2019-01-04,-1.1,4.1,1504,-6.2,757
108,서울,2019-01-05,-2.8,1.1,1521,-5.5,2358
108,서울,2019-01-06,-2.8,2.7,1512,-6.3,154
108,서울,2019-01-07,-1.9,3.1,1436,-6.2,658
108,서울,2019-01-08,-3.5,0.5,1507,-7.2,2238
108,서울,2019-01-09,-4.7,1.3,1525,-9.4,630
108,서울,2019-01-10,-0.6,3,1222,-4.5,619
108,서울,2019-01-11,2.4,7.2,1413,-0.4,802
108,서울,2019-01-12,2.8,8,1437,-0.6,2359
108,서울,2019-01-13,1.2,7.6,1419,-3,605
108,서울,2019-01-14,1.4,5.3,1452,-2.4,719
108,서울,2019-01-15,-1.7,2.6,1456,-7.2,2345
108,서울,2019-01-16,-5.2,-1.1,1542,-10.1,724
108,서울,2019-01-17,-0.3,4,1559,-3.2,731
108,서울,2019-01-18,0.6,6.7,1441,-4.6,737
108,서울,2019-01-19,3.6,8.5,1442,0,327
108,서울,2019-01-20,-1.4,4,001,-5.5,2327
108,서울,2019-01-21,-1.2,4.2,1612,-6.7,326
108,서울,2019-01-22,1.7,7.1,1327,-3.3,706
108,서울,2019-01-23,2,7,1557,-0.8,712
108,서울,2019-01-24,0.1,6.5,1446,-4.6,806
108,서울,2019-01-25,-1.2,2.6,1433,-3.8,825
108,서울,2019-01-26,-2.5,2.4,1544,-6.5,816
108,서울,2019-01-27,-0.1,5.1,1448,-6.6,749
108,서울,2019-01-28,1.2,4.5,1523,-2.4,2357
108,서울,2019-01-29,-0.2,7,1508,-5.6,737
108,서울,2019-01-30,1.8,6.6,1414,-2.8,746
108,서울,2019-01-31,-2,2.3,001,-6.2,2355
108,서울,2019-02-01,-2.1,2.8,1320,-7.4,333
108,서울,2019-02-02,1.4,6.1,1643,-3.2,434
108,서울,2019-02-03,3.3,4.9,1435,2,352
108,서울,2019-02-04,-0.6,3,1533,-3.3,806
108,서울,2019-02-05,2.8,10.1,1500,-3.6,458
108,서울,2019-02-06,5.1,9.3,1354,0.1,715
108,서울,2019-02-07,-2.1,6.3,001,-8.2,2339
108,서울,2019-02-08,-6.1,-1.3,1354,-10.2,741
108,서울,2019-02-09,-5.4,-1.9,1534,-8.6,742
108,서울,2019-02-10,-5,-1.9,1506,-9.1,634
108,서울,2019-02-11,-3,2,1622,-7.5,641
108,서울,2019-02-12,-0.6,3.7,1432,-4.1,117
108,서울,2019-02-13,-2.1,2.5,1559,-5.7,710
108,서울,2019-02-14,-0.5,6.3,1600,-5.9,743
108,서울,2019-02-15,-0.8,0.9,1834,-2.9,710
108,서울,2019-02-16,-2.7,1.5,1558,-5.1,808
108,서울,2019-02-17,-1.8,4.6,1603,-6.8,734
108,서울,2019-02-18,0.9,5.9,1350,-4.7,618
108,서울,2019-02-19,1.4,3,1710,0.2,510
108,서울,2019-02-20,1.7,4.5,1647,-0.1,2359
108,서울,2019-02-21,2.4,9,1540,-2.6,703
108,서울,2019-02-22,4,10.8,1603,-1.6,606
108,서울,2019-02-23,6.8,14.5,1522,0.5,640
108,서울,2019-02-24,6.3,13.7,1500,1.2,648
108,서울,2019-02-25,4.7,10.2,1540,1.3,725
108,서울,2019-02-26,5.2,12,1514,-1.5,656
108,서울,2019-02-27,7.8,14,1400,4.7,754
108,서울,2019-02-28,6.6,12.8,1446,2,653
108,서울,2019-03-01,6.6,13,1451,1.2,725
108,서울,2019-03-02,7.8,14.7,1503,1.3,735
108,서울,2019-03-03,9.4,16.1,1417,2.5,731
108,서울,2019-03-04,9.9,16.3,1452,5,710
108,서울,2019-03-05,8.4,12.9,1350,5.6,232
108,서울,2019-03-06,8.4,12.4,1555,5.7,727
108,서울,2019-03-07,7,12.7,1455,3.1,625
108,서울,2019-03-08,6.1,13.4,1438,0.6,712
108,서울,2019-03-09,7.2,14.9,1522,-0.4,712
108,서울,2019-03-10,10.1,15.3,1514,6.7,725
108,서울,2019-03-11,6.6,10,1513,3.5,710
108,서울,2019-03-12,3.9,7.9,1314,-0.3,2354
108,서울,2019-03-13,3.5,8.5,1456,-0.4,239
108,서울,2019-03-14,5,10,1307,-1.7,517
108,서울,2019-03-15,5.5,11.3,1508,1.6,2357
108,서울,2019-03-16,4.3,9.2,1326,0.2,546
108,서울,2019-03-17,6.3,12.4,1617,2.6,503
108,서울,2019-03-18,7.1,14.4,1440,1.4,658
108,서울,2019-03-19,10,16.7,1456,3.4,654
108,서울,2019-03-20,10.3,14.6,1415,7.1,555
108,서울,2019-03-21,7.1,11.1,1304,1.9,2355
108,서울,2019-03-22,3.3,8.3,1548,-0.7,613
108,서울,2019-03-23,3.3,8.2,1537,-0.4,549
108,서울,2019-03-24,4.3,9.7,1423,-0.8,656
108,서울,2019-03-25,7.3,11.5,1636,2.9,256
108,서울,2019-03-26,11.4,17.6,1602,7.4,424
108,서울,2019-03-27,11.6,16.2,1240,8.9,018
108,서울,2019-03-28,9.4,14.6,1523,5.6,648
108,서울,2019-03-29,9.2,15.1,1406,5.5,602
108,서울,2019-03-30,5.2,8.4,1426,3.5,2017
108,서울,2019-03-31,4.4,8.4,1537,2.6,2356
108,서울,2019-04-01,5.5,11.3,1456,0.3,555
108,서울,2019-04-02,6.7,13,1611,1.3,538
108,서울,2019-04-03,7.6,13.6,1446,1.9,604
108,서울,2019-04-04,9.2,15.7,1511,3,535
108,서울,2019-04-05,11.4,17.2,1521,7,305
108,서울,2019-04-06,9.3,12.2,1234,5.9,541
108,서울,2019-04-07,12.6,20.3,1505,5.6,650
108,서울,2019-04-08,11.6,17.2,1611,7.6,640
108,서울,2019-04-09,9.2,13.9,1425,4.7,2233
108,서울,2019-04-10,7.1,10.2,1813,4.7,017
108,서울,2019-04-11,9.5,15.7,1320,4.3,529
108,서울,2019-04-12,11.4,18.4,1426,5.5,627
108,서울,2019-04-13,11.8,17.9,1509,6.2,551
108,서울,2019-04-14,9.6,13.6,1557,6.9,2347
108,서울,2019-04-15,11.6,18.1,1408,3.9,603
108,서울,2019-04-16,14.9,22.6,1418,6.8,630
108,서울,2019-04-17,15.3,21.8,1222,9.1,543
108,서울,2019-04-18,12.6,16.2,1315,10.4,2358
108,서울,2019-04-19,13.8,19.7,1611,9.6,321
108,서울,2019-04-20,14.3,19.1,1503,9.7,419
108,서울,2019-04-21,14.8,20.2,1610,12.2,428
108,서울,2019-04-22,19.3,28.2,1611,10.7,537
108,서울,2019-04-23,20.4,25.5,1422,15.3,557
108,서울,2019-04-24,19.5,25.9,1531,15.8,558
108,서울,2019-04-25,13.2,17.2,419,9.4,2355
108,서울,2019-04-26,8.4,9.9,1312,6.2,2345
108,서울,2019-04-27,11.6,18.2,1511,4.1,514
108,서울,2019-04-28,12.9,16.6,1448,9.9,2352
108,서울,2019-04-29,13,17.3,1742,8.3,552
108,서울,2019-04-30,15.5,22.5,1538,9,547
108,서울,2019-05-01,16.4,22.2,1409,11.2,603
108,서울,2019-05-02,17.1,25.3,1454,10.6,555
108,서울,2019-05-03,17.9,26.1,1413,10.1,550
108,서울,2019-05-04,19.5,27.4,1456,12,601
108,서울,2019-05-05,19.2,26.5,1306,13.6,603
108,서울,2019-05-06,14.5,19.8,1554,9.8,601
108,서울,2019-05-07,15,21.9,1434,8.4,602
108,서울,2019-05-08,15.6,21.3,1536,10.1,537
108,서울,2019-05-09,16.6,22.9,1527,11.7,532
108,서울,2019-05-10,17.8,26.8,1518,10.3,543
108,서울,2019-05-11,20.3,28.3,1430,13.2,545
108,서울,2019-05-12,21.6,28.9,1524,14.7,506
108,서울,2019-05-13,18.7,22.8,1244,15.5,2332
108,서울,2019-05-14,19.6,26.9,1429,12.9,517
108,서울,2019-05-15,20.7,28,1542,14.8,529
108,서울,2019-05-16,23.5,30,1450,16.7,539
108,서울,2019-05-17,23.6,28.3,1528,17.6,543
108,서울,2019-05-18,22.8,25.9,1631,19.1,607
108,서울,2019-05-19,19.4,21.6,001,17.9,542
108,서울,2019-05-20,16.4,20.2,043,13,2352
108,서울,2019-05-21,17.2,23.8,1449,11.7,507
108,서울,2019-05-22,19.5,26.5,1539,12.3,559
108,서울,2019-05-23,22.1,29.2,1607,15,543
108,서울,2019-05-24,24.2,33.4,1622,16.2,520
108,서울,2019-05-25,23.4,28.6,1538,18.4,604
108,서울,2019-05-26,24.5,31.1,1342,18.6,613
108,서울,2019-05-27,17.8,22.3,221,14.3,2356
108,서울,2019-05-28,18.1,24.6,1444,11.9,515
108,서울,2019-05-29,20.3,26.5,1459,13.3,517
108,서울,2019-05-30,19.6,24.5,1123,14.6,511
108,서울,2019-05-31,19.1,23.3,1448,16.1,2355
108,서울,2019-06-01,18.9,23.7,1714,14.8,321
108,서울,2019-06-02,21.1,27.8,1438,14.1,524
108,서울,2019-06-03,23.1,29.5,1633,16,545
108,서울,2019-06-04,22.6,29,1414,17.6,517
108,서울,2019-06-05,23,29.6,1406,17.8,236
108,서울,2019-06-06,21.2,25.1,1336,18.6,345
108,서울,2019-06-07,20,24.7,1742,17,515
108,서울,2019-06-08,21.9,27.6,1434,16,504
108,서울,2019-06-09,21.6,26.5,1302,17.1,2324
108,서울,2019-06-10,18.4,21.9,1639,15.7,359
108,서울,2019-06-11,20.5,26.1,1604,15.5,553
108,서울,2019-06-12,21.5,26.4,1404,16.1,538
108,서울,2019-06-13,23,28.8,1549,16.6,534
108,서울,2019-06-14,23,28.4,1506,19.1,528
108,서울,2019-06-15,21.9,27.4,1613,17.9,2359
108,서울,2019-06-16,22,27.2,1619,16.1,526
108,서울,2019-06-17,21.7,26.2,1515,18.1,614
108,서울,2019-06-18,20.8,24.8,1345,17,722
108,서울,2019-06-19,21.4,25.4,1417,18.9,428
108,서울,2019-06-20,22.7,27.8,1602,19.8,525
108,서울,2019-06-21,22.1,26.1,1503,19.4,220
108,서울,2019-06-22,24.2,30.6,1523,17.7,501
108,서울,2019-06-23,25,31,1603,19.1,554
108,서울,2019-06-24,25.2,30.9,1440,20.9,548
108,서울,2019-06-25,25.6,32.8,1532,19.5,517
108,서울,2019-06-26,25.5,29.5,1533,20.7,531
108,서울,2019-06-27,25.5,31.2,1410,21.9,525
108,서울,2019-06-28,24.7,29,1546,22.3,2357
108,서울,2019-06-29,23.1,27.7,1639,19.6,726
108,서울,2019-06-30,23.9,28.5,1248,20.9,525
108,서울,2019-07-01,23.9,28.9,1551,20.6,417
108,서울,2019-07-02,24.4,30.1,1428,20.8,541
108,서울,2019-07-03,24.1,27.4,1140,21.2,435
108,서울,2019-07-04,25.4,32.8,1426,20,535
108,서울,2019-07-05,27.6,35,1526,20.2,448
108,서울,2019-07-06,29.7,36.1,1535,24.6,546
108,서울,2019-07-07,26.7,32.5,1520,22.7,2350
108,서울,2019-07-08,25.1,31,1459,21.2,502
108,서울,2019-07-09,25,30,1326,19.7,530
108,서울,2019-07-10,22.7,27.3,1147,19.3,2216
108,서울,2019-07-11,21.9,25.9,1320,19.5,001
108,서울,2019-07-12,23.6,28.7,1524,20,353
108,서울,2019-07-13,24.9,29.7,1514,22.1,522
108,서울,2019-07-14,25.9,31.6,1356,21.2,455
108,서울,2019-07-15,23.8,27.4,1152,22.1,2001
108,서울,2019-07-16,24.7,28.8,1644,21.4,402
108,서울,2019-07-17,25.6,29.2,1546,22.3,555
108,서울,2019-07-18,26.9,32.1,1515,23.3,505
108,서울,2019-07-19,28.6,35,1450,22.8,546
108,서울,2019-07-20,28,31.9,1527,25.1,846
108,서울,2019-07-21,25.1,27,003,24.2,546
108,서울,2019-07-22,26.7,31,1709,24.2,355
108,서울,2019-07-23,28.1,32.9,1613,24.4,158
108,서울,2019-07-24,26.5,27.2,002,25.2,851
108,서울,2019-07-25,26.3,27.4,1425,25.6,552
108,서울,2019-07-26,25.1,25.9,001,23.7,927
108,서울,2019-07-27,28.4,33.4,1523,24.9,442
108,서울,2019-07-28,26.1,28.2,001,25,1128
108,서울,2019-07-29,27.5,30,1552,25.6,539
108,서울,2019-07-30,28.1,30.8,1332,26.3,721
108,서울,2019-07-31,25.8,27.5,002,24,950
108,서울,2019-08-01,26.3,30.1,1626,23.5,906
108,서울,2019-08-02,28.4,33.1,1715,24.7,432
108,서울,2019-08-03,29.4,36,1411,25.6,536
108,서울,2019-08-04,28.3,34.4,1442,25,544
108,서울,2019-08-05,30.5,35.9,1530,25.6,528
108,서울,2019-08-06,31.6,36.8,1450,27.9,539
108,서울,2019-08-07,26.9,30.3,1801,23.9,756
108,서울,2019-08-08,28.9,32.7,1504,25.9,602
108,서울,2019-08-09,29.8,34.6,1704,26,601
108,서울,2019-08-10,31.5,36.5,1450,26.6,545
108,서울,2019-08-11,30.4,35.7,1546,26.3,600
108,서울,2019-08-12,26.6,28.5,1638,24.8,127
108,서울,2019-08-13,29.2,35.3,1604,25.1,658
108,서울,2019-08-14,30.4,35.7,1345,25.9,549
108,서울,2019-08-15,25.9,28.6,001,23.9,2334
108,서울,2019-08-16,25.9,29.5,1414,23,526
108,서울,2019-08-17,25.9,28.8,1539,23.4,2357
108,서울,2019-08-18,25.6,30.7,1558,22.6,549
108,서울,2019-08-19,26.3,31.3,1532,21.2,552
108,서울,2019-08-20,28.2,32.8,1450,23.2,555
108,서울,2019-08-21,27,30.4,1159,24.4,633
108,서울,2019-08-22,26.9,31.4,1355,23,444
108,서울,2019-08-23,26.2,30.5,1433,22.7,628
108,서울,2019-08-24,24.1,27.3,1504,21.5,433
108,서울,2019-08-25,25,29.9,1445,20.2,543
108,서울,2019-08-26,26.4,32.1,1537,21.5,619
108,서울,2019-08-27,25.7,29.3,1643,22.2,622
108,서울,2019-08-28,26.1,30.2,1509,23.6,621
108,서울,2019-08-29,23.4,26.4,1635,20.1,1113
108,서울,2019-08-30,22.6,27,1427,19.5,528
108,서울,2019-08-31,23.5,28.9,1617,18.5,614
108,서울,2019-09-01,23.7,27.8,1538,19.2,602
108,서울,2019-09-02,24.4,29.7,1432,19.4,642
108,서울,2019-09-03,24.1,28,1504,22,632
108,서울,2019-09-04,22.8,25.5,1609,21.2,821
108,서울,2019-09-05,23,27.6,1221,21.5,1700
108,서울,2019-09-06,25.3,29.1,1358,21.6,001
108,서울,2019-09-07,25.7,29.5,1152,22.6,2011
108,서울,2019-09-08,24.7,27.3,1403,22.9,632
108,서울,2019-09-09,25.1,28,1225,22.4,605
108,서울,2019-09-10,23.8,26.5,1235,22.1,644
108,서울,2019-09-11,24.3,28.7,1323,20.4,621
108,서울,2019-09-12,21,22.9,002,18.7,2122
108,서울,2019-09-13,23.3,29.3,1555,18.3,453
108,서울,2019-09-14,22.4,24.1,1138,20.8,2353
108,서울,2019-09-15,24.2,30,1636,19.5,638
108,서울,2019-09-16,24.5,30.5,1608,20.7,630
108,서울,2019-09-17,23.5,29,1549,18,611
108,서울,2019-09-18,21,25.4,1328,16,2358
108,서울,2019-09-19,19.5,26,1554,13.6,445
108,서울,2019-09-20,19.6,24.2,1341,15.8,439
108,서울,2019-09-21,19.6,22.1,1242,18.3,530
108,서울,2019-09-22,18.6,19.6,1117,17.3,558
108,서울,2019-09-23,20,24.6,1655,16.9,636
108,서울,2019-09-24,19.8,26.5,1443,13.9,625
108,서울,2019-09-25,20.9,27.4,1433,14.8,617
108,서울,2019-09-26,22.9,29,1407,17.7,618
108,서울,2019-09-27,22.9,27,1421,19.6,609
108,서울,2019-09-28,23.7,29.2,1410,19.4,656
108,서울,2019-09-29,22.6,28.6,1502,17.9,623
108,서울,2019-09-30,22.4,29.9,1445,16.4,631
108,서울,2019-10-01,23.1,28.2,1536,17.6,622
108,서울,2019-10-02,21.6,24.2,1112,20,2330
108,서울,2019-10-03,22.4,27.3,1435,19.8,452
108,서울,2019-10-04,22.4,27.8,1442,18,636
108,서울,2019-10-05,18.7,21.9,1439,14.7,2358
108,서울,2019-10-06,18.1,22.7,1444,13.2,604
108,서울,2019-10-07,14.8,17.9,001,13.3,2309
108,서울,2019-10-08,14.7,19.8,1442,10.6,2331
108,서울,2019-10-09,13.6,20.4,1441,7.7,704
108,서울,2019-10-10,15.2,19.8,1508,10.7,215
108,서울,2019-10-11,18.8,26.1,1548,13,659
108,서울,2019-10-12,17.9,23.3,1319,13.3,2346
108,서울,2019-10-13,17.2,23.8,1517,12.1,413
108,서울,2019-10-14,14.4,19.6,1410,9.5,2358
108,서울,2019-10-15,14.5,20.4,1355,8.8,155
108,서울,2019-10-16,14.6,20.8,1450,9,656
108,서울,2019-10-17,15.4,21.6,1532,11.2,600
108,서울,2019-10-18,17,22.7,1336,12,419
108,서울,2019-10-19,17,23.1,1546,12.1,710
108,서울,2019-10-20,16.5,22.9,1438,12,642
108,서울,2019-10-21,17.1,24.6,1443,10.9,637
108,서울,2019-10-22,18.1,24.4,1431,13.3,700
108,서울,2019-10-23,17,20.7,1414,14.3,649
108,서울,2019-10-24,18.3,23.8,1504,15.3,217
108,서울,2019-10-25,16.7,22,1228,13.1,2357
108,서울,2019-10-26,10,14.9,1327,6.6,732
108,서울,2019-10-27,11,17.4,1515,4.7,729
108,서울,2019-10-28,12.9,17.7,1236,7.4,532
108,서울,2019-10-29,12.5,17.6,1300,8.2,240000
108,서울,2019-10-30,11.2,17.7,1336,5,706
108,서울,2019-10-31,14.8,19.7,1430,8.4,644
108,서울,2019-11-01,14.9,20.5,1413,11.4,2352
108,서울,2019-11-02,13.6,18.7,1451,8.3,626
108,서울,2019-11-03,14.7,22.1,1455,9.4,721
108,서울,2019-11-04,13.8,20.3,1506,9.2,650
108,서울,2019-11-05,12.4,18.4,1440,8.4,653
108,서울,2019-11-06,11,16.5,1422,6.3,710
108,서울,2019-11-07,9.2,13.6,1320,5,2357
108,서울,2019-11-08,6.8,13,1443,1.1,724
108,서울,2019-11-09,9.5,17.2,1455,3.5,657
108,서울,2019-11-10,10,15.3,1524,6.2,419
108,서울,2019-11-11,11.2,15.1,1406,7.9,2359
108,서울,2019-11-12,9.3,14.5,1419,4.8,728
108,서울,2019-11-13,7.2,11.3,1343,3,2357
108,서울,2019-11-14,1.3,5,1521,-2.5,739
108,서울,2019-11-15,5.6,7.6,1515,1.4,001
108,서울,2019-11-16,6.8,12.7,1557,3.8,553
108,서울,2019-11-17,8.3,10.5,240000,5.6,004
108,서울,2019-11-18,4.6,12.7,120,0.4,2103
108,서울,2019-11-19,0.2,4,1416,-3.5,729
108,서울,2019-11-20,0.5,6.3,1514,-4.6,722
108,서울,2019-11-21,4.2,9,1336,-2.3,649
108,서울,2019-11-22,9.7,17.3,1538,3,714
108,서울,2019-11-23,12.1,17.7,1503,7.7,254
108,서울,2019-11-24,9.8,15.6,1220,4.6,2354
108,서울,2019-11-25,1.9,6,1541,-1.2,733
108,서울,2019-11-26,6.6,13.7,1303,1.2,241
108,서울,2019-11-27,3.1,6.8,1423,0.3,2355
108,서울,2019-11-28,3.5,10.4,1330,-0.6,245
108,서울,2019-11-29,1.5,6.9,1556,-3.4,745
108,서울,2019-11-30,4.1,9.3,1301,-1.4,552
108,서울,2019-12-01,4.6,6.2,1212,2.3,2354
108,서울,2019-12-02,-0.1,2.8,1404,-3.2,2355
108,서울,2019-12-03,0.5,4.2,1501,-5,520
108,서울,2019-12-04,2,7.2,1403,-2,757
108,서울,2019-12-05,-4.4,-0.2,003,-8.5,2335
108,서울,2019-12-06,-5.9,-1,1524,-10.6,753
108,서울,2019-12-07,-2.4,1.2,1603,-5.5,154
108,서울,2019-12-08,-0.9,4.9,1445,-5.5,743
108,서울,2019-12-09,3.2,8,2311,-1.3,301
108,서울,2019-12-10,8.1,10.8,1532,6,825
108,서울,2019-12-11,6.3,9.8,647,0.1,2357
108,서울,2019-12-12,-0.7,3.4,1458,-3.5,813
108,서울,2019-12-13,2.1,5.9,2209,-3.7,629
108,서울,2019-12-14,2.7,6.4,1424,-0.1,812
108,서울,2019-12-15,5.3,11,1453,0.4,225
108,서울,2019-12-16,7.8,12.9,1531,2.1,517
108,서울,2019-12-17,7.7,10.2,001,3.2,2356
108,서울,2019-12-18,0.8,5.2,1339,-1.7,815
108,서울,2019-12-19,-0.8,3.1,1506,-4.5,740
108,서울,2019-12-20,-1.1,2,1422,-3.5,2352
108,서울,2019-12-21,-1.2,1.5,1344,-5.1,603
108,서울,2019-12-22,4.1,8.4,1513,0.3,703
108,서울,2019-12-23,3.4,5.2,001,0.3,2351
108,서울,2019-12-24,0.8,6.5,1451,-2.9,658
108,서울,2019-12-25,2,6.6,1453,-2.7,539
108,서울,2019-12-26,2,4.1,1439,-2.4,2354
108,서울,2019-12-27,-1.7,2.6,1442,-4.6,724
108,서울,2019-12-28,1.1,6.1,1347,-3.6,336
108,서울,2019-12-29,3.8,6.2,1525,1.1,043
108,서울,2019-12-30,2.7,6.8,1131,-5.7,2359
108,서울,2019-12-31,-7.9,-4.5,1526,-10.9,734
108,서울,2020-01-01,-2.2,0.3,1457,-6.5,001
108,서울,2020-01-02,1,3.8,1500,-0.7,001
108,서울,2020-01-03,-0.1,4.6,1547,-3.4,807
108,서울,2020-01-04,1.2,6.1,1450,-2.8,512
108,서울,2020-01-05,1.3,6.6,1453,-3.2,821
108,서울,2020-01-06,3.1,4.6,1158,0.6,053
108,서울,2020-01-07,6.3,7.7,2350,4.2,001
108,서울,2020-01-08,2.4,8.9,047,-0.4,2336
108,서울,2020-01-09,-1.2,2,1534,-3.1,2349
108,서울,2020-01-10,-0.6,4.2,1534,-4.3,453
108,서울,2020-01-11,-0.1,3.9,1334,-2.6,806
108,서울,2020-01-12,-1,2.8,1551,-3.5,633
108,서울,2020-01-13,-2.9,0.2,1422,-4.7,632
108,서울,2020-01-14,-2.3,2.6,1413,-5.7,637
108,서울,2020-01-15,-2.7,2.2,1510,-6.4,722
108,서울,2020-01-16,-1.7,3.2,1430,-5.5,816
108,서울,2020-01-17,-0.6,4.9,1449,-4.8,720
108,서울,2020-01-18,0.3,5.9,1503,-4.1,802
108,서울,2020-01-19,1.9,5.3,1510,-0.4,003
108,서울,2020-01-20,0.7,5.5,1313,-3.3,2324
108,서울,2020-01-21,-0.4,5.5,1541,-5.6,800
108,서울,2020-01-22,3,7.8,1447,-0.1,047
108,서울,2020-01-23,4.6,9.9,1450,0,802
108,서울,2020-01-24,2.8,7.4,1534,-1.3,816
108,서울,2020-01-25,4.3,8.8,1202,0.6,251
108,서울,2020-01-26,5.5,11.9,1516,-0.2,747
108,서울,2020-01-27,5.9,7.5,1418,4.8,2331
108,서울,2020-01-28,6.8,9.9,1442,4.3,231
108,서울,2020-01-29,6,9.6,1450,3.2,708
108,서울,2020-01-30,5.2,10.4,1249,1.4,814
108,서울,2020-01-31,3.9,8.9,1347,1.4,2357
108,서울,2020-02-01,2.6,7.6,1556,-1.2,705
108,서울,2020-02-02,1.5,5.3,1309,-2.1,747
108,서울,2020-02-03,-0.4,3,1456,-2.9,2357
108,서울,2020-02-04,-1.6,3.9,1429,-6,635
108,서울,2020-02-05,-8.3,-4.9,1601,-11,757
108,서울,2020-02-06,-6.4,0.4,1433,-11.8,634
108,서울,2020-02-07,-1.7,2.2,1533,-7.2,123
108,서울,2020-02-08,-0.1,3.7,1611,-2.3,803
108,서울,2020-02-09,-0.5,4.1,1447,-5.6,742
108,서울,2020-02-10,4,9.6,1500,-0.7,646
108,서울,2020-02-11,6.8,14.6,1526,-0.5,711
108,서울,2020-02-12,7.4,8.2,1928,6.5,1219
108,서울,2020-02-13,6.5,8.7,1534,4.9,656
108,서울,2020-02-14,8.1,14.7,1631,3.2,708
108,서울,2020-02-15,9.8,15.6,1250,6.2,735
108,서울,2020-02-16,-1.4,7.7,001,-4.3,2245
108,서울,2020-02-17,-5.9,-3.9,130,-7.1,2258
108,서울,2020-02-18,-4.1,1.3,1608,-8.3,745
108,서울,2020-02-19,1,6.4,1512,-4.4,624
108,서울,2020-02-20,4.6,10.8,1547,-0.6,659
108,서울,2020-02-21,6.7,10.9,1438,2.1,459
108,서울,2020-02-22,4,7.9,1246,0,2340
108,서울,2020-02-23,2.5,8,1446,-2.5,645
108,서울,2020-02-24,7,12.2,1408,0.8,514
108,서울,2020-02-25,6.7,9.4,1642,4.7,240000
108,서울,2020-02-26,6.4,10.4,1513,2.8,423
108,서울,2020-02-27,6.1,12.5,1528,1.3,657
108,서울,2020-02-28,4.5,5.9,1013,3.6,1335
108,서울,2020-02-29,7.7,13,1550,4.5,001
108,서울,2020-03-01,5.8,10.1,1314,3.2,511
108,서울,2020-03-02,3.4,7.6,1546,0,723
