지점번호,지점명,일시,평균기온,최고기온,최고기온시각,최저기온,최저기온시각
108,서울,2020-03-03,4.8,10.5,1329,0.3,441
108,서울,2020-03-04,2.2,4.6,1046,-1.3,2351
108,서울,2020-03-05,1.4,6.3,1527,-2.8,654
108,서울,2020-03-06,3.7,10.1,1621,-2.5,718
108,서울,2020-03-07,7,14.2,1442,1.3,633
108,서울,2020-03-08,9.3,16.9,1559,2.3,723
108,서울,2020-03-09,11.1,17.6,1423,4.8,719
108,서울,2020-03-10,6.4,10.8,001,3.2,2343
108,서울,2020-03-11,3.8,8.3,1454,0,658
108,서울,2020-03-12,6.8,13.3,1435,0.2,638
108,서울,2020-03-13,4.9,8.7,1427,-0.1,240000
108,서울,2020-03-14,3.6,8.6,1440,-2.7,642
108,서울,2020-03-15,4,8.5,1327,0.2,2335
108,서울,2020-03-16,3.6,9.1,1510,-2.1,638
108,서울,2020-03-17,6.6,12.3,1537,3.1,046
108,서울,2020-03-18,10,17,1550,2.7,726
108,서울,2020-03-19,9.1,12.1,641,5.8,240000
108,서울,2020-03-20,8.8,14,1421,3.1,641
108,서울,2020-03-21,12.8,19.5,1538,7.9,107
108,서울,2020-03-22,11,16.5,1402,6.1,631
108,서울,2020-03-23,10.6,17,1507,5.4,516
108,서울,2020-03-24,11.4,17.9,1444,5.3,558
108,서울,2020-03-25,12.5,19.2,1401,6.1,644
108,서울,2020-03-26,14.8,20.6,1330,8.1,622
108,서울,2020-03-27,11.9,15.8,1512,6.7,2357
108,서울,2020-03-28,7.7,12.8,1522,4.5,622
108,서울,2020-03-29,8.7,16.1,1520,1.3,632
108,서울,2020-03-30,10.2,16.9,1542,4.3,658
108,서울,2020-03-31,11.9,18.6,1401,4.7,622
108,서울,2020-04-01,11.3,17.4,1350,6,2358
108,서울,2020-04-02,9.3,15.5,1315,3.4,613
108,서울,2020-04-03,10,16.3,1434,5.3,504
108,서울,2020-04-04,8.9,13.3,1505,5,2358
108,서울,2020-04-05,7.2,13.7,1516,1.9,605
108,서울,2020-04-06,9.3,16.1,1348,2.9,601
108,서울,2020-04-07,10.6,16.8,1416,6,430
108,서울,2020-04-08,9.4,14.2,1557,5.2,457
108,서울,2020-04-09,8.9,14.7,1437,4.3,604
108,서울,2020-04-10,10.7,16.8,1527,5.8,520
108,서울,2020-04-11,9.9,16,1441,6.2,630
108,서울,2020-04-12,9.9,15.6,1136,4.4,617
108,서울,2020-04-13,12.4,20.4,1617,4.3,617
108,서울,2020-04-14,13,19.6,1351,7.6,631
108,서울,2020-04-15,13.2,20.2,1510,7.2,609
108,서울,2020-04-16,16,23.8,1535,8.9,353
108,서울,2020-04-17,12.5,15.4,201,10.4,959
108,서울,2020-04-18,13.5,19.6,1455,8.5,632
108,서울,2020-04-19,12.3,15.5,1332,9.5,2300
108,서울,2020-04-20,10,13.1,1059,7.6,2353
108,서울,2020-04-21,7.4,10.4,1418,4.8,2257
108,서울,2020-04-22,6,8.3,1405,4.1,550
108,서울,2020-04-23,7.9,12.8,1456,2.9,543
108,서울,2020-04-24,9.9,14.3,1409,4.1,612
108,서울,2020-04-25,13.1,17.1,1447,9.9,001
108,서울,2020-04-26,12.3,19,1527,6.8,612
108,서울,2020-04-27,12.9,18.3,1419,8.7,516
108,서울,2020-04-28,13.9,19.9,1447,7.8,555
108,서울,2020-04-29,14.9,21,1333,9.3,559
108,서울,2020-04-30,17.1,23.4,1459,9.3,553
108,서울,2020-05-01,20.2,26.2,1450,16.4,301
108,서울,2020-05-02,20.3,23.9,1500,18,328
108,서울,2020-05-03,21.8,27.4,1459,17,520
108,서울,2020-05-04,20.2,25.3,1358,14.8,2359
108,서울,2020-05-05,16,19.3,1211,13.1,519
108,서울,2020-05-06,19.4,27.6,1546,11.1,546
108,서울,2020-05-07,20.7,26.5,1419,14.9,541
108,서울,2020-05-08,19.9,27.3,1423,14.3,2357
108,서울,2020-05-09,14.2,16.8,1623,12.7,338
108,서울,2020-05-10,14.4,16.6,1405,12.8,138
108,서울,2020-05-11,16.5,22,1414,12.4,2358
108,서울,2020-05-12,14.3,18.9,1527,10.5,516
108,서울,2020-05-13,16.1,21.8,1420,10.2,607
108,서울,2020-05-14,19.3,25.4,1346,12.4,402
108,서울,2020-05-15,16.1,20.2,426,14.1,1052
108,서울,2020-05-16,16.7,20.3,1644,15,001
108,서울,2020-05-17,19.1,24.9,1640,14.6,537
108,서울,2020-05-18,19.1,26.8,1429,13.2,2202
108,서울,2020-05-19,13,17.1,1605,10.1,2355
108,서울,2020-05-20,14.4,20.1,1427,9.2,213
108,서울,2020-05-21,17.4,22.9,1630,10.9,519
108,서울,2020-05-22,18.5,22.7,1541,14.8,541
108,서울,2020-05-23,20.1,25,1530,16.6,545
108,서울,2020-05-24,17.1,20.2,1415,14.3,2319
108,서울,2020-05-25,16.6,21.3,1513,13.7,2357
108,서울,2020-05-26,16.2,22.9,1400,12.7,535
108,서울,2020-05-27,17.4,23.9,1450,11.8,602
108,서울,2020-05-28,18.7,23.4,1605,14.2,529
108,서울,2020-05-29,20.7,27.6,1652,14.6,546
108,서울,2020-05-30,22.6,30,1601,16.5,530
108,서울,2020-05-31,21.2,28,1332,17.6,523
108,서울,2020-06-01,19.7,24.5,1603,16.6,528
108,서울,2020-06-02,17.9,21.8,1526,14.8,449
108,서울,2020-06-03,22,28.4,1516,17.6,546
108,서울,2020-06-04,21.9,26.5,1401,19.7,2358
108,서울,2020-06-05,23,28.7,1529,18.4,443
108,서울,2020-06-06,24.6,30.9,1543,19.2,541
108,서울,2020-06-07,22.7,29.2,1545,19.2,318
108,서울,2020-06-08,25,32,1529,19.8,101
108,서울,2020-06-09,26.7,32.8,1502,20.3,558
108,서울,2020-06-10,25.8,32.1,1356,22.5,548
108,서울,2020-06-11,26.1,31.6,1620,21.7,511
108,서울,2020-06-12,24.7,27.6,1421,21.6,525
108,서울,2020-06-13,26.9,33.5,1513,20.6,541
108,서울,2020-06-14,24,28.8,1433,20.1,2355
108,서울,2020-06-15,23,28.6,1500,18.2,548
108,서울,2020-06-16,24.4,30.7,1527,20,357
108,서울,2020-06-17,24.3,30.3,1455,20.2,533
108,서울,2020-06-18,23.4,27.3,1551,20.3,541
108,서울,2020-06-19,24.7,30,1448,21.1,658
108,서울,2020-06-20,24.9,29.7,1254,20.7,503
108,서울,2020-06-21,26.1,32.7,1450,19.5,544
108,서울,2020-06-22,28.6,35.4,1509,21.7,522
108,서울,2020-06-23,27.3,31,1405,23.2,610
108,서울,2020-06-24,22.3,26.3,001,19.9,1250
108,서울,2020-06-25,21.6,23.4,1527,20.1,2331
108,서울,2020-06-26,21.8,25.7,1529,19.2,338
108,서울,2020-06-27,24.1,29.6,1525,20.4,524
108,서울,2020-06-28,25.2,30.1,1507,21.5,554
108,서울,2020-06-29,23.8,26.5,1059,20.6,2357
108,서울,2020-06-30,20.1,23.1,1450,18.4,507
108,서울,2020-07-01,21.1,24.3,1642,18.1,447
108,서울,2020-07-02,24.2,29.8,1635,20.4,114
108,서울,2020-07-03,25.5,30.6,1508,21.6,240000
108,서울,2020-07-04,24.2,29.5,1451,20.4,542
108,서울,2020-07-05,23.8,27.6,1313,19.9,521
108,서울,2020-07-06,25.6,30.9,1605,21.8,554
108,서울,2020-07-07,24.1,28.1,1647,22.1,659
108,서울,2020-07-08,25.5,30.4,1602,21.3,536
108,서울,2020-07-09,27.5,32.9,1449,21.8,526
108,서울,2020-07-10,24.5,27.7,001,22.7,2344
108,서울,2020-07-11,25.8,30.2,1406,22.2,432
108,서울,2020-07-12,23.5,26,1235,21.7,2319
108,서울,2020-07-13,18.7,21.7,001,17.7,615
108,서울,2020-07-14,20.3,24.3,1533,17.2,416
108,서울,2020-07-15,23.4,28.7,1703,18.9,547
108,서울,2020-07-16,25,29.7,1514,20.4,454
108,서울,2020-07-17,26,31.6,1433,21.5,544
108,서울,2020-07-18,26.1,31,1539,22.8,529
108,서울,2020-07-19,24,26.6,2201,20.6,904
108,서울,2020-07-20,23.8,26.6,212,22.4,2217
108,서울,2020-07-21,25,30.5,1533,21.4,611
108,서울,2020-07-22,23.7,25.7,1501,22.6,2222
108,서울,2020-07-23,21.1,22.6,001,18.5,2319
108,서울,2020-07-24,22.5,26.8,1625,18.7,001
108,서울,2020-07-25,24.3,29,1555,22.3,235
108,서울,2020-07-26,25.4,29.6,1614,21.6,549
108,서울,2020-07-27,24.3,25.5,1540,22.9,611
108,서울,2020-07-28,24.4,26.4,1447,22.7,548
108,서울,2020-07-29,23.7,24.9,1746,22.6,925
108,서울,2020-07-30,25.3,28.4,1439,23.4,2324
108,서울,2020-07-31,26.2,29.6,1319,22.8,635
108,서울,2020-08-01,25.3,26.9,1113,24.3,546
108,서울,2020-08-02,24.9,26.4,1501,23.5,1855
108,서울,2020-08-03,25,26.3,142,23.9,2002
108,서울,2020-08-04,27,29.4,1520,25,001
108,서울,2020-08-05,26.5,29.1,1630,25.5,2346
108,서울,2020-08-06,24.1,26,1644,22.9,2357
108,서울,2020-08-07,24.3,26.1,1536,22.6,628
108,서울,2020-08-08,24.2,26.1,1628,22.7,432
108,서울,2020-08-09,24.9,25.8,2330,23.7,001
108,서울,2020-08-10,26.5,29.5,1331,24.7,2357
108,서울,2020-08-11,24.6,27.3,1333,22.4,536
108,서울,2020-08-12,27.2,31.3,1405,23.5,431
108,서울,2020-08-13,28,30.3,1557,26.3,506
108,서울,2020-08-14,27.1,28,1147,26.5,822
108,서울,2020-08-15,26.1,27,1745,25,729
108,서울,2020-08-16,27.4,30.8,1441,25.3,533
108,서울,2020-08-17,28.2,32.2,1602,26.1,459
108,서울,2020-08-18,27.5,31.9,1543,24,622
108,서울,2020-08-19,27.1,31.4,1548,23.6,514
108,서울,2020-08-20,27.7,31.7,1310,25,301
108,서울,2020-08-21,26.6,29.2,1630,25.2,543
108,서울,2020-08-22,24.3,27.6,1207,21.7,2342
108,서울,2020-08-23,25.3,29.9,1555,21.5,045
108,서울,2020-08-24,27.8,32,1521,23.7,554
108,서울,2020-08-25,29.9,34.5,1452,26,618
108,서울,2020-08-26,30.2,34.5,1553,27,552
108,서울,2020-08-27,27.1,28.6,1611,25.6,736
108,서울,2020-08-28,27.3,29.7,1228,26,551
108,서울,2020-08-29,26.8,29,1612,25.5,558
108,서울,2020-08-30,26.8,30.6,1423,24.4,2348
108,서울,2020-08-31,26.4,30,1610,23.8,107
108,서울,2020-09-01,26.6,29.5,1459,23.8,630
108,서울,2020-09-02,24.3,26.4,002,22.6,2346
108,서울,2020-09-03,22.7,25.6,1420,20,741
108,서울,2020-09-04,23.3,27.5,1541,19.9,325
108,서울,2020-09-05,23.3,27.3,1529,19.2,615
108,서울,2020-09-06,21.7,24.4,1449,19.5,2252
108,서울,2020-09-07,19.2,20.6,2352,17.5,751
108,서울,2020-09-08,23.4,26.5,1419,20.6,001
108,서울,2020-09-09,21.1,25.3,1258,19,1424
108,서울,2020-09-10,22.8,27,1537,18.8,623
108,서울,2020-09-11,22.4,27.1,1219,19.2,2357
108,서울,2020-09-12,20.2,23.2,1541,18.1,232
108,서울,2020-09-13,21.5,26.6,1542,16.7,618
108,서울,2020-09-14,21.3,24.9,1236,17.6,622
108,서울,2020-09-15,23,27.7,1429,18.9,627
108,서울,2020-09-16,22.5,24.9,1248,21.3,2327
108,서울,2020-09-17,21.3,23.6,1523,20.1,2333
108,서울,2020-09-18,21.5,25.8,1444,18.1,705
108,서울,2020-09-19,21.2,26.2,1436,17.6,240000
108,서울,2020-09-20,19.7,24.9,1510,15.6,630
108,서울,2020-09-21,19.1,25.3,1449,13.6,609
108,서울,2020-09-22,20.2,25.6,1454,15.5,618
108,서울,2020-09-23,19.2,23.8,1359,15.2,521
108,서울,2020-09-24,20.6,25.4,1340,16.8,606
108,서울,2020-09-25,20.1,25.4,1433,16.6,426
108,서울,2020-09-26,19.3,24.8,1458,14.8,537
108,서울,2020-09-27,20.4,25.8,1340,14.9,640
108,서울,2020-09-28,20.7,26.5,1451,15.7,528
108,서울,2020-09-29,19.6,23.9,1623,15.3,626
108,서울,2020-09-30,19.6,25.7,1358,16.2,647
108,서울,2020-10-01,18.8,23.6,1445,15.6,620
108,서울,2020-10-02,19.2,21.9,1130,16.3,353
108,서울,2020-10-03,19.9,23.2,1230,18.3,2338
108,서울,2020-10-04,16.6,21.8,1330,10.6,2350
108,서울,2020-10-05,13.3,18.4,1555,8.5,537
108,서울,2020-10-06,14.2,19.7,1529,9.3,627
108,서울,2020-10-07,16,22,1558,9.9,705
108,서울,2020-10-08,17.2,23.1,1511,12.1,621
108,서울,2020-10-09,17.2,23.3,1508,12.4,527
108,서울,2020-10-10,16.9,21.5,1344,12.3,543
108,서울,2020-10-11,16.9,20.8,1155,12.7,634
108,서울,2020-10-12,16.2,21.3,1411,12.1,2356
108,서울,2020-10-13,13.6,18.4,1459,8.6,627
108,서울,2020-10-14,12.8,18,1327,8.5,240000
108,서울,2020-10-15,11.7,18.5,1433,6.5,644
108,서울,2020-10-16,11.8,15.4,1425,8.6,615
108,서울,2020-10-17,13.1,18.6,1508,8.7,702
108,서울,2020-10-18,13.6,20.2,1352,7.2,630
108,서울,2020-10-19,15.1,21.3,1440,9.8,700
108,서울,2020-10-20,15.2,21.7,1413,9.9,647
108,서울,2020-10-21,14.1,17.3,1529,11.8,301
108,서울,2020-10-22,13.5,18.2,1451,8.4,2344
108,서울,2020-10-23,8.6,13.3,1515,5.4,713
108,서울,2020-10-24,8.7,14,1538,3.2,705
108,서울,2020-10-25,11.8,18.2,1345,5.4,708
108,서울,2020-10-26,12.9,19,1354,8,618
108,서울,2020-10-27,14,19.4,1431,9,653
108,서울,2020-10-28,13.8,18.2,1442,8.6,2359
108,서울,2020-10-29,10.8,16.1,1328,5.5,703
108,서울,2020-10-30,11.9,19.6,1512,5.8,731
108,서울,2020-10-31,13.6,18.2,1431,8.5,649
108,서울,2020-11-01,13.7,15,001,11.6,2359
108,서울,2020-11-02,10.8,15.6,1432,7.9,701
108,서울,2020-11-03,5.1,8.6,001,2.7,623
108,서울,2020-11-04,4.9,10.8,1602,0.2,714
108,서울,2020-11-05,9.6,15.9,1541,3.4,657
108,서울,2020-11-06,13.5,17.2,1445,9.9,657
108,서울,2020-11-07,14.6,18.1,1433,12.2,2312
108,서울,2020-11-08,8.5,12.4,026,3.1,2359
108,서울,2020-11-09,5.5,8.9,1258,0.7,708
108,서울,2020-11-10,7.7,12.9,1505,3.5,649
108,서울,2020-11-11,9.3,16.5,1448,3.5,718
108,서울,2020-11-12,10.4,17.7,1331,4.6,704
108,서울,2020-11-13,12.2,17.6,1444,8.5,613
108,서울,2020-11-14,12.5,19.3,1459,6.8,725
108,서울,2020-11-15,11.1,14.9,1519,8.2,709
108,서울,2020-11-16,12.4,18.3,1438,7.5,733
108,서울,2020-11-17,15.9,20,1413,11.7,429
108,서울,2020-11-18,16.6,18.7,1439,14.8,235
108,서울,2020-11-19,13.6,19.1,255,6.9,2343
108,서울,2020-11-20,2.8,7,001,0.3,2356
108,서울,2020-11-21,6.5,12.8,1428,-0.3,252
108,서울,2020-11-22,5.6,9.1,001,1.5,2349
108,서울,2020-11-23,1.7,5.9,1546,-1.5,738
108,서울,2020-11-24,2.9,6.4,1627,0.2,113
108,서울,2020-11-25,4.6,9.5,1349,0,732
108,서울,2020-11-26,5.6,10.9,1435,1.9,802
108,서울,2020-11-27,4.1,7.7,1310,0.6,2348
108,서울,2020-11-28,-0.1,2.8,1445,-2.3,734
108,서울,2020-11-29,-0.6,2.6,1356,-3.6,613
108,서울,2020-11-30,-0.2,4.3,1454,-3.6,609
108,서울,2020-12-01,1.1,6.7,1358,-3.6,729
108,서울,2020-12-02,2.4,6.1,1431,0.5,2337
108,서울,2020-12-03,0.7,4.2,1359,-2.3,2350
108,서울,2020-12-04,-0.6,4.4,1518,-4.6,701
108,서울,2020-12-05,2.1,6.6,1207,-2.2,724
108,서울,2020-12-06,4.5,9.1,1349,1.2,750
108,서울,2020-12-07,3.4,6.3,1253,-0.7,2354
108,서울,2020-12-08,-0.5,4.1,1408,-3.5,540
108,서울,2020-12-09,1.5,6.2,1346,-4.1,654
108,서울,2020-12-10,5.8,9.3,1500,3.2,756
108,서울,2020-12-11,5.3,9.4,1342,2.6,712
108,서울,2020-12-12,2.3,6.1,1432,-0.3,629
108,서울,2020-12-13,-1.1,2,229,-6,2350
108,서울,2020-12-14,-7.7,-5,1454,-9.7,742
108,서울,2020-12-15,-8.3,-4.6,1524,-11.1,756
108,서울,2020-12-16,-8.3,-3.9,1526,-11.2,559
108,서울,2020-12-17,-4.9,0.8,1531,-11.1,454
108,서울,2020-12-18,-2.1,1.8,1425,-6.4,2343
108,서울,2020-12-19,-5.1,-1.2,1540,-9.6,728
108,서울,2020-12-20,-3.7,1.1,1549,-8.2,714
108,서울,2020-12-21,-1,4.7,1500,-6,738
108,서울,2020-12-22,2,7.2,1444,-2.5,219
108,서울,2020-12-23,4.5,8.5,1441,-0.4,440
108,서울,2020-12-24,2.6,6.1,108,-2,2340
108,서울,2020-12-25,-0.8,3.5,1420,-4.7,755
108,서울,2020-12-26,2.2,8,1443,-2.1,404
108,서울,2020-12-27,5.8,10,1412,1.4,001
108,서울,2020-12-28,6.7,11.4,1344,4.2,826
108,서울,2020-12-29,0.1,4.3,006,-6.2,2356
108,서울,2020-12-30,-10.9,-6.2,001,-12.9,2222
108,서울,2020-12-31,-8.9,-5,1512,-12.9,116
108,서울,2021-01-01,-4.2,1.6,1447,-9.8,511
108,서울,2021-01-02,-5,-1.4,1346,-8.4,805
108,서울,2021-01-03,-5.6,-2,1238,-9.1,536
108,서울,2021-01-04,-3.5,0.3,1535,-8.4,656
108,서울,2021-01-05,-5.5,-2.1,001,-9.9,2356
108,서울,2021-01-06,-7.4,-1.9,1547,-12,702
108,서울,2021-01-07,-14.5,-8.4,001,-16.5,802
108,서울,2021-01-08,-14.9,-10.7,1450,-18.6,812
108,서울,2021-01-09,-12.2,-7.5,1602,-16.6,614
108,서울,2021-01-10,-7.7,-2.7,1406,-12.8,538
108,서울,2021-01-11,-6.7,-4,1452,-9.6,502
108,서울,2021-01-12,-3.9,-0.5,1417,-9.3,657
108,서울,2021-01-13,2,8.3,1458,-3,430
108,서울,2021-01-14,1.7,7,1506,-3.6,749
108,서울,2021-01-15,4.5,9.9,1303,-0.7,2357
108,서울,2021-01-16,-4.9,-0.7,001,-8.7,2349
108,서울,2021-01-17,-5.5,-1.3,1516,-10.8,800
108,서울,2021-01-18,-3.8,0.2,1325,-9.1,2356
108,서울,2021-01-19,-6.3,-0.2,1537,-11.6,753
108,서울,2021-01-20,-0.1,7.1,1559,-6.6,513
108,서울,2021-01-21,4.5,7,1337,2.5,001
108,서울,2021-01-22,5.5,6.6,1356,4.8,005
108,서울,2021-01-23,7.6,12.2,1504,4.8,012
108,서울,2021-01-24,7.3,13.9,1510,2.4,758
108,서울,2021-01-25,7.9,13.9,1527,3,542
108,서울,2021-01-26,5.3,7.4,001,1.7,2357
108,서울,2021-01-27,1.7,6.5,1400,-1.8,759
108,서울,2021-01-28,-2.6,1.4,940,-9.7,2352
108,서울,2021-01-29,-8.8,-4.9,1556,-11.6,556
108,서울,2021-01-30,-1.6,5.2,1614,-8.1,001
108,서울,2021-01-31,3.2,8.7,1517,-3.8,542
108,서울,2021-02-01,5,9.5,1320,-2.3,2357
108,서울,2021-02-02,-5.6,-2.4,001,-8.2,756
108,서울,2021-02-03,-3.2,1.4,1337,-9.4,335
108,서울,2021-02-04,-3.6,0.7,1554,-7.4,732
108,서울,2021-02-05,1.4,6.7,1532,-4.4,001
108,서울,2021-02-06,6.8,9.5,1405,4.3,001
108,서울,2021-02-07,3.6,7.7,1441,-2.6,2352
108,서울,2021-02-08,-3.1,0.2,1517,-5.4,734
108,서울,2021-02-09,-0.9,4.7,1551,-6.1,415
108,서울,2021-02-10,3.4,7.2,1509,-1.5,339
108,서울,2021-02-11,5.5,10.9,1606,1.3,615
108,서울,2021-02-12,6.5,14,1507,0.6,722
108,서울,2021-02-13,7.6,15.9,1444,1,758
108,서울,2021-02-14,9.5,13.8,1244,6.4,703
108,서울,2021-02-15,1.2,8.2,001,-5.2,2339
108,서울,2021-02-16,-5.1,-1.3,1707,-7,2358
108,서울,2021-02-17,-8.3,-5.2,1453,-10.4,719
108,서울,2021-02-18,-5.8,-0.4,1631,-10.6,612
108,서울,2021-02-19,1.6,8.9,1553,-7.1,537
108,서울,2021-02-20,8.8,14.9,1545,5.5,001
108,서울,2021-02-21,10.8,17.4,1347,4.7,723
108,서울,2021-02-22,7.8,12.6,1220,0.4,2358
108,서울,2021-02-23,0,4.3,1521,-3.1,733
108,서울,2021-02-24,2.9,10.1,1517,-3,720
108,서울,2021-02-25,4.2,8.2,1527,0.7,406
108,서울,2021-02-26,8.2,15.8,1506,0.5,721
108,서울,2021-02-27,9.5,16.2,1601,4.3,636
108,서울,2021-02-28,7.8,10.8,1607,3.2,717
108,서울,2021-03-01,4.7,9,001,0.5,2324
108,서울,2021-03-02,2.3,6.9,1543,0.2,352
108,서울,2021-03-03,4.4,9.9,1627,-1.2,656
108,서울,2021-03-04,7.2,13,1559,2.5,310
108,서울,2021-03-05,9,16.2,1518,3,729
108,서울,2021-03-06,6.6,11.6,1216,3.2,2357
108,서울,2021-03-07,6.2,12.2,1423,2.1,659
108,서울,2021-03-08,7,13.9,1425,1.5,706
108,서울,2021-03-09,6.6,12.2,1433,2.1,550
108,서울,2021-03-10,8.8,17.1,1539,1.7,704
108,서울,2021-03-11,10.2,17.1,1436,4.7,720
108,서울,2021-03-12,10.5,14.9,1240,7.2,2353
108,서울,2021-03-13,9.2,14.2,1436,4.6,650
108,서울,2021-03-14,9.1,14.7,1541,4.9,701
108,서울,2021-03-15,10.6,15.7,1446,5.1,602
108,서울,2021-03-16,8.4,13.1,1438,4.9,2356
108,서울,2021-03-17,8.8,17.5,1613,1.8,628
108,서울,2021-03-18,11.7,18.4,1604,5,540
108,서울,2021-03-19,15.3,20.2,1510,11.4,640
108,서울,2021-03-20,9.9,14.7,001,7.4,2346
108,서울,2021-03-21,5.8,8.6,1427,3.1,2355
108,서울,2021-03-22,6.2,11.1,1349,1.1,653
108,서울,2021-03-23,9.1,16.4,1418,2.5,518
108,서울,2021-03-24,10.8,16.9,1513,5.7,619
108,서울,2021-03-25,11.9,19,1405,6.8,2356
108,서울,2021-03-26,12.6,20.6,1543,4.8,647
108,서울,2021-03-27,12.1,15,1156,10.2,621
108,서울,2021-03-28,9,13,138,7.7,643
108,서울,2021-03-29,10.2,14.6,1342,7.3,2357
108,서울,2021-03-30,10.8,18.2,1548,4.1,623
108,서울,2021-03-31,14.5,22.9,1535,5.9,631
108,서울,2021-04-01,17.7,24,1614,12,651
108,서울,2021-04-02,17.8,23,1506,12.5,408
108,서울,2021-04-03,14.9,18,001,10.9,2353
108,서울,2021-04-04,11.9,15.8,1337,9,240000
108,서울,2021-04-05,11.9,19.3,1614,5.4,629
108,서울,2021-04-06,13.9,19.2,1343,9.4,510
108,서울,2021-04-07,14.1,20.4,1335,8.1,607
108,서울,2021-04-08,13,18,1516,7.2,616
108,서울,2021-04-09,13.6,19.6,1558,7.6,416
108,서울,2021-04-10,12.6,18.8,1459,7.7,607
108,서울,2021-04-11,15,21.8,1610,7.5,639
108,서울,2021-04-12,13.8,17.8,1132,11.9,1703
108,서울,2021-04-13,10.4,13.5,1343,5.7,2355
108,서울,2021-04-14,8.4,13.3,1224,3.1,544
108,서울,2021-04-15,11.6,18.3,1454,6.3,313
108,서울,2021-04-16,11.3,14.8,1602,8.1,240000
108,서울,2021-04-17,9.6,14.6,1527,6,611
108,서울,2021-04-18,9.9,15.3,1602,5.6,607
108,서울,2021-04-19,12.2,19.4,1440,5.8,542
108,서울,2021-04-20,14.8,22,1552,8.1,614
108,서울,2021-04-21,19.1,28.2,1601,10.3,601
108,서울,2021-04-22,20.9,27.5,1356,16.1,251
108,서울,2021-04-23,19,21.7,1350,17,703
108,서울,2021-04-24,18.3,22.2,1540,15.3,637
108,서울,2021-04-25,18.2,24,1645,12.6,500
108,서울,2021-04-26,16.2,20.6,1408,12.3,614
108,서울,2021-04-27,15.4,20,1427,12.5,430
108,서울,2021-04-28,14.5,18.2,1419,11.2,602
108,서울,2021-04-29,14.6,20.1,1609,10.9,538
108,서울,2021-04-30,11.3,14.6,1227,8.6,414
108,서울,2021-05-01,10.2,15.3,1256,8.5,2326
108,서울,2021-05-02,12.4,18.7,1436,7.3,602
108,서울,2021-05-03,14.1,20.3,1520,8.4,555
108,서울,2021-05-04,13.8,15.8,1915,11.4,300
108,서울,2021-05-05,13.9,18.4,1509,10.3,620
108,서울,2021-05-06,15.7,23.1,1420,7.9,538
108,서울,2021-05-07,14.4,17.2,1505,10.7,2357
108,서울,2021-05-08,14.3,21,1437,8.9,547
108,서울,2021-05-09,15.7,21.8,1551,10,513
108,서울,2021-05-10,13.2,14.6,1716,11.7,230
108,서울,2021-05-11,18.5,25.7,1514,9.4,414
108,서울,2021-05-12,22,27.7,1626,16.9,529
108,서울,2021-05-13,22.9,29.6,1459,16.6,542
108,서울,2021-05-14,24.1,30.8,1541,18,558
108,서울,2021-05-15,22.1,26.2,1204,20.8,1911
108,서울,2021-05-16,18.4,20.8,001,14.8,2345
108,서울,2021-05-17,15.3,16.7,1815,14.2,442
108,서울,2021-05-18,17.9,24.5,1611,13.6,403
108,서울,2021-05-19,19.9,26.6,1503,12.4,557
108,서울,2021-05-20,18.7,22.9,1252,15.6,2335
108,서울,2021-05-21,16,18.2,1820,14.2,637
108,서울,2021-05-22,18.6,23.8,1309,13.8,531
108,서울,2021-05-23,19.5,25.1,1328,14.3,521
108,서울,2021-05-24,19.4,24.5,1525,16.4,536
108,서울,2021-05-25,15.3,19.3,1632,11.9,854
108,서울,2021-05-26,18,23,1513,11.5,513
108,서울,2021-05-27,15.8,18.7,1611,13.9,2301
108,서울,2021-05-28,15.3,19.7,1556,12.4,844
108,서울,2021-05-29,15.4,19.1,1017,12.8,2353
108,서울,2021-05-30,18.4,26.3,1603,10.8,540
108,서울,2021-05-31,19.9,23.8,1725,16.5,417
108,서울,2021-06-01,20.2,23.9,1311,15.9,811
108,서울,2021-06-02,23.2,29.7,1531,16.6,453
108,서울,2021-06-03,19.1,22.7,1143,14.6,2335
108,서울,2021-06-04,18.5,23.6,1530,13.3,419
108,서울,2021-06-05,20.8,25.7,1524,17,359
108,서울,2021-06-06,23,28.2,1529,18.4,138
108,서울,2021-06-07,21.1,24,1734,19.4,353
108,서울,2021-06-08,23.6,29.5,1539,18.8,533
108,서울,2021-06-09,25.8,31.6,1525,19.5,453
108,서울,2021-06-10,24.9,29.8,1441,20.5,2349
108,서울,2021-06-11,21.5,24.4,1628,19.9,050
108,서울,2021-06-12,24.2,30.2,1514,18.2,444
108,서울,2021-06-13,24.8,29.7,1620,20.9,513
108,서울,2021-06-14,24.8,30.2,1452,18.9,609
108,서울,2021-06-15,22.5,25.3,1751,21.5,523
108,서울,2021-06-16,24.3,28.9,1622,20.3,347
108,서울,2021-06-17,21.9,25,1247,19.6,439
108,서울,2021-06-18,20,21.4,1711,19,601
108,서울,2021-06-19,22.3,27.4,1553,17.5,550
108,서울,2021-06-20,22.9,29,1319,17.6,520
108,서울,2021-06-21,23.6,28.5,1457,19.2,511
108,서울,2021-06-22,22.8,28.6,1347,19.7,538
108,서울,2021-06-23,22.4,27.9,1504,18.8,528
108,서울,2021-06-24,23,28,1540,18.5,443
108,서울,2021-06-25,24.1,29.5,1619,19.5,551
108,서울,2021-06-26,22.8,26.7,1549,19.9,557
108,서울,2021-06-27,24.5,30.8,1511,19.8,447
108,서울,2021-06-28,23.7,29.2,1447,21,629
