Date,Open,High,Low,Close,Adj Close,Volume
2009-07-30,9800.000000,9800.000000,8330.000000,8330.000000,7268.150879,2020227
2009-07-31,8600.000000,8660.000000,8030.000000,8350.000000,7285.602539,930511
2009-08-03,8450.000000,8790.000000,8290.000000,8410.000000,7337.954102,987349
2009-08-04,8420.000000,8520.000000,8100.000000,8270.000000,7215.800293,1778555
2009-08-05,8300.000000,8400.000000,7990.000000,7990.000000,6971.492676,686032
2009-08-06,7840.000000,8130.000000,7700.000000,7750.000000,6762.085938,746825
2009-08-07,7840.000000,8010.000000,7750.000000,7950.000000,6936.590332,468602
2009-08-10,8070.000000,8110.000000,7940.000000,8060.000000,7032.569336,466224
2009-08-11,8080.000000,8090.000000,7860.000000,7920.000000,6910.415527,258179
2009-08-12,7860.000000,7860.000000,7600.000000,7800.000000,6805.711914,643052
2009-08-13,7820.000000,7830.000000,7640.000000,7800.000000,6805.711914,601900
2009-08-14,7850.000000,8010.000000,7810.000000,7890.000000,6884.239258,546878
2009-08-17,7890.000000,7890.000000,7610.000000,7610.000000,6639.932129,284358
2009-08-18,7590.000000,7700.000000,7450.000000,7470.000000,6517.778320,368208
2009-08-19,7590.000000,7880.000000,7200.000000,7250.000000,6325.822266,1719713
2009-08-20,7270.000000,7330.000000,6940.000000,7050.000000,6151.316406,781237
2009-08-21,7150.000000,7300.000000,7010.000000,7180.000000,6264.746094,771628
2009-08-24,7280.000000,7980.000000,7280.000000,7900.000000,6892.964844,1545361
2009-08-25,7940.000000,8000.000000,7600.000000,7800.000000,6805.711914,533338
2009-08-26,8050.000000,8460.000000,7960.000000,8300.000000,7241.976074,1591614
2009-08-27,8200.000000,8350.000000,8050.000000,8150.000000,7111.096191,792131
2009-08-28,8310.000000,8330.000000,7930.000000,8100.000000,7067.469727,586191
2009-08-31,8180.000000,8180.000000,7650.000000,7780.000000,6788.261719,410977
2009-09-01,7850.000000,8450.000000,7800.000000,8290.000000,7233.250488,938137
2009-09-02,8110.000000,8400.000000,8080.000000,8400.000000,7329.227539,377736
2009-09-03,8400.000000,8820.000000,8310.000000,8620.000000,7521.184570,820164
2009-09-04,8660.000000,8660.000000,8260.000000,8350.000000,7285.602539,402096
2009-09-07,8270.000000,8460.000000,8170.000000,8250.000000,7198.349121,317844
2009-09-08,8200.000000,8340.000000,8050.000000,8080.000000,7050.020020,410114
2009-09-09,8170.000000,8200.000000,7950.000000,8030.000000,7006.393066,252228
2009-09-10,7950.000000,8100.000000,7930.000000,8090.000000,7058.744141,356964
2009-09-11,8200.000000,8260.000000,7940.000000,8000.000000,6980.216797,487614
2009-09-14,8030.000000,8030.000000,7500.000000,7500.000000,6543.954102,817399
2009-09-15,7610.000000,7610.000000,7370.000000,7380.000000,6439.250000,470361
2009-09-16,7460.000000,7690.000000,7350.000000,7350.000000,6413.074707,636867
2009-09-17,7420.000000,7440.000000,7210.000000,7340.000000,6404.349121,487378
2009-09-18,7420.000000,7600.000000,7300.000000,7600.000000,6631.206543,400703
2009-09-21,7710.000000,7710.000000,7520.000000,7630.000000,6657.382324,248214
2009-09-22,7630.000000,8060.000000,7560.000000,7920.000000,6910.415527,1459217
2009-09-23,7920.000000,7970.000000,7550.000000,7550.000000,6587.580078,593067
2009-09-24,7400.000000,7690.000000,7310.000000,7460.000000,6509.052734,373492
2009-09-25,7350.000000,7450.000000,7320.000000,7350.000000,6413.074707,200734
2009-09-28,7320.000000,7500.000000,7300.000000,7410.000000,6465.426270,145956
2009-09-29,7400.000000,7500.000000,7260.000000,7300.000000,6369.448242,297063
2009-09-30,7350.000000,7440.000000,7240.000000,7410.000000,6465.426270,463540
2009-10-01,7460.000000,7460.000000,7260.000000,7380.000000,6439.250000,169457
2009-10-05,7290.000000,7480.000000,7220.000000,7450.000000,6500.327637,161665
2009-10-06,7460.000000,7500.000000,7350.000000,7400.000000,6456.700684,189646
2009-10-07,7430.000000,7670.000000,7430.000000,7650.000000,6674.832520,392912
2009-10-08,7680.000000,7810.000000,7590.000000,7760.000000,6770.810547,377772
2009-10-09,7830.000000,7890.000000,7660.000000,7720.000000,6735.910156,374260
2009-10-12,7760.000000,7760.000000,7630.000000,7630.000000,6657.382324,185233
2009-10-13,7640.000000,7860.000000,7640.000000,7670.000000,6692.283203,296356
2009-10-14,7720.000000,7910.000000,7700.000000,7910.000000,6901.690430,418562
