"		지점번호",지점명,일시,일조합,일조율,일사합
"		108",서울,2012-10-16,8.2,73.2,13.08
"		108",서울,2012-10-17,7.2,64.3,12.54
"		108",서울,2012-10-18,10.4,93.7,14.74
"		108",서울,2012-10-19,9.8,88.3,12.76
"		108",서울,2012-10-20,6.8,61.3,10.4
"		108",서울,2012-10-21,6.3,57.3,9.18
"		108",서울,2012-10-22,0.3,2.7,0.85
"		108",서울,2012-10-23,10,90.9,14.23
"		108",서울,2012-10-24,3.5,32.1,5.26
"		108",서울,2012-10-25,4,36.7,7.3
"		108",서울,2012-10-26,8.9,82.4,11.92
"		108",서울,2012-10-27,0,0,0.38
"		108",서울,2012-10-28,9.5,88,12.44
"		108",서울,2012-10-29,6.4,59.8,9.88
"		108",서울,2012-10-30,9.6,89.7,11.83
"		108",서울,2012-10-31,6.4,59.8,9.97
"		108",서울,2012-11-01,9.8,92.5,12.8
"		108",서울,2012-11-02,9.8,92.5,12.61
"		108",서울,2012-11-03,9.5,89.6,11.14
"		108",서울,2012-11-04,1.3,12.4,4.21
"		108",서울,2012-11-05,0.5,4.8,1.92
"		108",서울,2012-11-06,0.7,6.7,2.04
"		108",서울,2012-11-07,6.5,62.5,8.46
"		108",서울,2012-11-08,0,0,4.06
"		108",서울,2012-11-09,8.4,81.6,10.8
"		108",서울,2012-11-10,9.1,88.3,10.64
"		108",서울,2012-11-11,0.7,6.8,1.71
"		108",서울,2012-11-12,1.4,13.6,3.34
"		108",서울,2012-11-13,7.2,70.6,7.72
"		108",서울,2012-11-14,9.3,91.2,11.13
"		108",서울,2012-11-15,9.5,93.1,10.51
"		108",서울,2012-11-16,0.6,5.9,2.72
"		108",서울,2012-11-17,7.4,73.3,8.51
"		108",서울,2012-11-18,9.4,93.1,10.84
"		108",서울,2012-11-19,5.8,57.4,7.13
"		108",서울,2012-11-20,8.9,89,9.72
"		108",서울,2012-11-21,5.1,51,6.19
"		108",서울,2012-11-22,5.2,52,6.78
"		108",서울,2012-11-23,6.4,64,8.01
"		108",서울,2012-11-24,9.3,93.9,10.63
"		108",서울,2012-11-25,4.3,43.4,6.31
"		108",서울,2012-11-26,8.1,81.8,9.2
"		108",서울,2012-11-27,9.3,93.9,9.89
"		108",서울,2012-11-28,3.5,35.7,3.85
"		108",서울,2012-11-29,8.2,83.7,8.82
"		108",서울,2012-11-30,5.9,60.2,6.9
"		108",서울,2012-12-01,8.9,90.8,9.09
"		108",서울,2012-12-02,7.8,79.6,7.59
"		108",서울,2012-12-03,0,0,0.66
"		108",서울,2012-12-04,9.2,94.8,9.63
"		108",서울,2012-12-05,0.1,1,1.99
"		108",서울,2012-12-06,6.8,70.1,8.25
"		108",서울,2012-12-07,0,0,2.33
"		108",서울,2012-12-08,8.7,89.7,8.74
"		108",서울,2012-12-09,9,92.8,9.16
"		108",서울,2012-12-10,9,93.8,9.1
"		108",서울,2012-12-11,9,93.8,8.35
"		108",서울,2012-12-12,8.8,91.7,8.34
"		108",서울,2012-12-13,8,83.3,7.47
"		108",서울,2012-12-14,0,0,0.61
